"","word","zone","item"
"2728","was",665,3
"2729","nowhere",666,3
"2730","to",667,3
"2731","be",668,3
"2732","found.",669,3
"2733","Then",670,3
"2734","the",671,3
"2735","match",672,3
"2736","went",673,3
"2737","out,",674,3
"2738","and",675,3
"2739","it",676,3
"2740","wasn't",677,3
"2741","the",678,3
"2742","forest",679,3
"2743","that",680,3
"2744","remained",681,3
"2745","before",682,3
"2746","her",683,3
"2747","eyes.",684,3
"2748","It",685,3
"2749","was",686,3
"2750","only",687,3
"2751","the",688,3
"2752","thick,",689,3
"2753","damp,",690,3
"2754","cold",691,3
"2755","wall.",692,3
"2756","The",693,3
"2757","girl",694,3
"2758","looked",695,3
"2759","despondently",696,3
"2760","into",697,3
"2761","the",698,3
"2762","sky",699,3
"2763","that",700,3
"2764","was",701,3
"2765","now",702,3
"2766","fully",703,3
"2767","darkened",704,3
"2768","and",705,3
"2769","suddenly",706,3
"2770","she",707,3
"2771","saw",708,3
"2772","a",709,3
"2773","star",710,3
"2774","fall,",711,3
"2775","leaving",712,3
"2776","behind",713,3
"2777","it",714,3
"2778","a",715,3
"2779","bright",716,3
"2780","streak",717,3
"2781","of",718,3
"2782","fire.",719,3
"2783","'Someone",720,3
"2784","is",721,3
"2785","dying,'",722,3
"2786","thought",723,3
"2787","the",724,3
"2788","little",725,3
"2789","girl.",726,3
"2790","It",727,3
"2791","was",728,3
"2792","her",729,3
"2793","old",730,3
"2794","grandmother,",731,3
"2795","the",732,3
"2796","one",733,3
"2797","who",734,3
"2798","had",735,3
"2799","loved",736,3
"2800","her",737,3
"2801","the",738,3
"2802","most,",739,3
"2803","and",740,3
"2804","the",741,3
"2805","one",742,3
"2806","who",743,3
"2807","the",744,3
"2808","girl",745,3
"2809","used",746,3
"2810","to",747,3
"2811","visit",748,3
"2812","every",749,3
"2813","Sunday,",750,3
"2814","who",751,3
"2815","had",752,3
"2816","told",753,3
"2817","her",754,3
"2818","that",755,3
"2819","when",756,3
"2820","a",757,3
"2821","star",758,3
"2822","falls,",759,3
"2823","a",760,3
"2824","soul",761,3
"2825","leaves",762,3
"2826","this",763,3
"2827","earth.",764,3
"2828","It",765,3
"2829","was",766,3
"2830","her",767,3
"2831","last",768,3
"2832","match",769,3
"2833","that",770,3
"2834","the",771,3
"2835","little",772,3
"2836","girl",773,3
"2837","now",774,3
"2838","rubbed",775,3
"2839","on",776,3
"2840","the",777,3
"2841","wall",778,3
"2842","and",779,3
"2843","the",780,3
"2844","light",781,3
"2845","again",782,3
"2846","shone",783,3
"2847","round",784,3
"2848","her.",785,3
"2849","Her",786,3
"2850","old",787,3
"2851","grandmother",788,3
"2852","in",789,3
"2853","the",790,3
"2854","brightness",791,3
"2855","stood,",792,3
"2856","loving",793,3
"2857","in",794,3
"2858","her",795,3
"2859","appearance.",796,3
"2860","The",797,3
"2861","girl",798,3
"2862","understood",799,3
"2863","her",800,3
"2864","grandmother",801,3
"2865","would",802,3
"2866","soon",803,3
"2867","disappear,",804,3
"2868","but",805,3
"2869","she",806,3
"2870","tried",807,3
"2871","to",808,3
"2872","play",809,3
"2873","for",810,3
"2874","time.",811,3
"2875","'Grandmother,'",812,3
"2876","cried",813,3
"2877","the",814,3
"2878","little",815,3
"2879","one,",816,3
"2880","'O",817,3
"2881","take",818,3
"2882","me",819,3
"2883","with",820,3
"2884","you!",821,3
"2885","I",822,3
"2886","know",823,3
"2887","you",824,3
"2888","will",825,3
"2889","go",826,3
"2890","away",827,3
"2891","when",828,3
"2892","the",829,3
"2893","match",830,3
"2894","burns",831,3
"2895","out!'",832,3
"2896","The",833,3
"2897","girl",834,3
"2898","decided",835,3
"2899","to",836,3
"2900","light",837,3
"2901","the",838,3
"2902","whole",839,3
"2903","bundle",840,3
"2904","of",841,3
"2905","matches,",842,3
"2906","in",843,3
"2907","order",844,3
"2908","to",845,3
"2909","keep",846,3
"2910","her",847,3
"2911","grandmother",848,3
"2912","there.",849,3
"2913","The",850,3
"2914","girl",851,3
"2915","saw",852,3
"2916","the",853,3
"2917","matches",854,3
"2918","glowed",855,3
"2919","with",856,3
"2920","a",857,3
"2921","light",858,3
"2922","that",859,3
"2923","was",860,3
"2924","brighter",861,3
"2925","than",862,3
"2926","the",863,3
"2927","day,",864,3
"2928","and",865,3
"2929","her",866,3
"2930","grandmother",867,3
"2931","had",868,3
"2932","never",869,3
"2933","appeared",870,3
"2934","so",871,3
"2935","large",872,3
"2936","or",873,3
"2937","so",874,3
"2938","beautiful",875,3
"2939","as",876,3
"2940","she",877,3
"2941","did",878,3
"2942","in",879,3
"2943","the",880,3
"2944","light",881,3
"2945","of",882,3
"2946","the",883,3
"2947","little",884,3
"2948","matches.",885,3
"2949","The",886,3
"2950","grandmother",887,3
"2951","then",888,3
"2952","took",889,3
"2953","the",890,3
"2954","little",891,3
"2955","girl",892,3
"2956","in",893,3
"2957","her",894,3
"2958","arms,",895,3
"2959","and",896,3
"2960","they",897,3
"2961","both",898,3
"2962","flew",899,3
"2963","upwards",900,3
"2964","in",901,3
"2965","brightness",902,3
"2966","and",903,3
"2967","joy",904,3
"2968","far",905,3
"2969","above",906,3
"2970","the",907,3
"2971","earth,",908,3
"2972","where",909,3
"2973","there",910,3
"2974","was",911,3
"2975","neither",912,3
"2976","cold",913,3
"2977","nor",914,3
"2978","hunger,",915,3
"2979","and",916,3
"2980","the",917,3
"2981","little",918,3
"2982","girl",919,3
"2983","felt",920,3
"2984","safe",921,3
"2985","and",922,3
"2986","peaceful.",923,3
"2987","In",924,3
"2988","the",925,3
"2989","dawn",926,3
"2990","of",927,3
"2991","the",928,3
"2992","morning",929,3
"2993","there",930,3
"2994","lay",931,3
"2995","the",932,3
"2996","poor",933,3
"2997","little",934,3
"2998","one,",935,3
"2999","not",936,3
"3000","frowning,",937,3
"3001","but",938,3
"3002","smiling",939,3
"3003","and",940,3
"3004","with",941,3
"3005","a",942,3
"3006","pale",943,3
"3007","face",944,3
"3008","leaning",945,3
"3009","against",946,3
"3010","the",947,3
"3011","wall,",948,3
"3012","frozen",949,3
"3013","and",950,3
"3014","stone",951,3
"3015","dead.",952,3
"3016","'She",953,3
"3017","tried",954,3
"3018","to",955,3
"3019","warm",956,3
"3020","herself,'",957,3
"3021","said",958,3
"3022","some.",959,3
"3023","Children",960,3
"3024","who",961,3
"3025","saw",962,3
"3026","her",963,3
"3027","were",964,3
"3028","asking",965,3
"3029","their",966,3
"3030","parents",967,3
"3031","why",968,3
"3032","no",969,3
"3033","one",970,3
"3034","helped",971,3
"3035","the",972,3
"3036","girl",973,3
"3037","who",974,3
"3038","they",975,3
"3039","knew",976,3
"3040","looked",977,3
"3041","dirt",978,3
"3042","poor",979,3
"3043","and",980,3
"3044","helpless.",981,3
"3045","Passersby",982,3
"3046","who",983,3
"3047","saw",984,3
"3048","her",985,3
"3049","sitting",986,3
"3050","motionless",987,3
"3051","wished",988,3
"3052","they",989,3
"3053","could",990,3
"3054","have",991,3
"3055","helped",992,3
"3056","the",993,3
"3057","girl,",994,3
"3058","but",995,3
"3059","their",996,3
"3060","good",997,3
"3061","intentions",998,3
"3062","were",999,3
"3063","a",1000,3
"3064","day",1001,3
"3065","late",1002,3
"3066","and",1003,3
"3067","a",1004,3
"3068","dollar",1005,3
"3069","short.",1006,3
"3070","Other",1007,3
"3071","people",1008,3
"3072","suspected",1009,3
"3073","the",1010,3
"3074","girl",1011,3
"3075","had",1012,3
"3076","fallen",1013,3
"3077","asleep",1014,3
"3078","and",1015,3
"3079","frozen,",1016,3
"3080","but",1017,3
"3081","no",1018,3
"3082","one",1019,3
"3083","imagined",1020,3
"3084","what",1021,3
"3085","beautiful",1022,3
"3086","things",1023,3
"3087","she",1024,3
"3088","had",1025,3
"3089","seen,",1026,3
"3090","nor",1027,3
"3091","into",1028,3
"3092","what",1029,3
"3093","glory",1030,3
"3094","she",1031,3
"3095","had",1032,3
"3096","entered",1033,3
"3097","with",1034,3
"3098","her",1035,3
"3099","grandmother,",1036,3
"3100","on",1037,3
"3101","New",1038,3
"3102","Year's",1039,3
"3103","day.",1040,3
"3104","Once",1,4
"3105","upon",2,4
"3106","a",3,4
"3107","time",4,4
"3108","the",5,4
"3109","birds",6,4
"3110","took",7,4
"3111","it",8,4
"3112","into",9,4
"3113","their",10,4
"3114","heads",11,4
"3115","that",12,4
"3116","they",13,4
"3117","would",14,4
"3118","like",15,4
"3119","a",16,4
"3120","master,",17,4
"3121","and",18,4
"3122","that",19,4
"3123","one",20,4
"3124","of",21,4
"3125","their",22,4
"3126","number",23,4
"3127","must",24,4
"3128","be",25,4
"3129","chosen",26,4
"3130","king.",27,4
"3131","A",28,4
"3132","meeting",29,4
"3133","of",30,4
"3134","all",31,4
"3135","the",32,4
"3136","birds",33,4
"3137","was",34,4
"3138","called",35,4
"3139","and",36,4
"3140","though",37,4
"3141","they",38,4
"3142","understood",39,4
"3143","the",40,4
"3144","birds",41,4
"3145","who",42,4
"3146","were",43,4
"3147","from",44,4
"3148","the",45,4
"3149","most",46,4
"3150","distant",47,4
"3151","lands",48,4
"3152","would",49,4
"3153","be",50,4
"3154","unable",51,4
"3155","to",52,4
"3156","come,",53,4
"3157","many",54,4
"3158","birds",55,4
"3159","came",56,4
"3160","from",57,4
"3161","faraway",58,4
"3162","meadows",59,4
"3163","and",60,4
"3164","woods.",61,4
"3165","The",62,4
"3166","eagle,",63,4
"3167","who",64,4
"3168","already",65,4
"3169","thought",66,4
"3170","himself",67,4
"3171","the",68,4
"3172","de",69,4
"3173","facto",70,4
"3174","king,",71,4
"3175","arrived",72,4
"3176","fashionably",73,4
"3177","late.",74,4
"3178","It",75,4
"3179","was",76,4
"3180","a",77,4
"3181","hawk",78,4
"3182","who",79,4
"3183","was",80,4
"3184","most",81,4
"3185","excited",82,4
"3186","about",83,4
"3187","the",84,4
"3188","meeting,",85,4
"3189","because",86,4
"3190","he",87,4
"3191","was",88,4
"3192","the",89,4
"3193","dark",90,4
"3194","horse",91,4
"3195","for",92,4
"3196","king.",93,4
"3197","The",94,4
"3198","small",95,4
"3199","fry",96,4
"3200","came",97,4
"3201","too,",98,4
"3202","and",99,4
"3203","the",100,4
"3204","robin,",101,4
"3205","the",102,4
"3206","bluebird,",103,4
"3207","the",104,4
"3208","owl,",105,4
"3209","the",106,4
"3210","lark,",107,4
"3211","and",108,4
"3212","the",109,4
"3213","sparrow,",110,4
"3214","who",111,4
"3215","had",112,4
"3216","only",113,4
"3217","a",114,4
"3218","chance",115,4
"3219","in",116,4
"3220","a",117,4
"3221","million",118,4
"3222","to",119,4
"3223","be",120,4
"3224","king,",121,4
"3225","were",122,4
"3226","all",123,4
"3227","present",124,4
"3228","at",125,4
"3229","the",126,4
"3230","meeting.",127,4
"3231","The",128,4
"3232","cuckoo,",129,4
"3233","who",130,4
"3234","was",131,4
"3235","almost",132,4
"3236","not",133,4
"3237","invited",134,4
"3238","because",135,4
"3239","his",136,4
"3240","call",137,4
"3241","so",138,4
"3242","annoyed",139,4
"3243","the",140,4
"3244","other",141,4
"3245","birds,",142,4
"3246","came",143,4
"3247","too.",144,4
"3248","It",145,4
"3249","was",146,4
"3250","the",147,4
"3251","very",148,4
"3252","little",149,4
"3253","bird",150,4
"3254","who",151,4
"3255","had",152,4
"3256","no",153,4
"3257","name",154,4
"3258","at",155,4
"3259","all,",156,4
"3260","however,",157,4
"3261","that",158,4
"3262","would",159,4
"3263","end",160,4
"3264","up",161,4
"3265","overturning",162,4
"3266","the",163,4
"3267","balance",164,4
"3268","of",165,4
"3269","power",166,4
"3270","among",167,4
"3271","the",168,4
"3272","birds.",169,4
"3273","That",170,4
"3274","there",171,4
"3275","would",172,4
"3276","be",173,4
"3277","great",174,4
"3278","confusion",175,4
"3279","and",176,4
"3280","noise",177,4
"3281","among",178,4
"3282","the",179,4
"3283","birds",180,4
"3284","at",181,4
"3285","the",182,4
"3286","meeting",183,4
"3287","was",184,4
"3288","to",185,4
"3289","be",186,4
"3290","expected,",187,4
"3291","given",188,4
"3292","the",189,4
"3293","sheer",190,4
"3294","numbers",191,4
"3295","of",192,4
"3296","birds",193,4
"3297","that",194,4
"3298","have",195,4
"3299","gathered.",196,4
"3300","There",197,4
"3301","was",198,4
"3302","piping,",199,4
"3303","hissing,",200,4
"3304","and",201,4
"3305","clacking,",202,4
"3306","but",203,4
"3307","finally",204,4
"3308","it",205,4
"3309","was",206,4
"3310","decided",207,4
"3311","that",208,4
"3312","the",209,4
"3313","bird",210,4
"3314","that",211,4
"3315","could",212,4
"3316","fly",213,4
"3317","the",214,4
"3318","highest",215,4
"3319","should",216,4
"3320","be",217,4
"3321","king.",218,4
"3322","The",219,4
"3323","little",220,4
"3324","bird",221,4
"3325","lay",222,4
"3326","low",223,4
"3327","near",224,4
"3328","the",225,4
"3329","eagle",226,4
"3330","at",227,4
"3331","first,",228,4
"3332","but",229,4
"3333","the",230,4
"3334","eagle",231,4
"3335","did",232,4
"3336","not",233,4
"3337","notice",234,4
"3338","the",235,4
"3339","bird",236,4
"3340","hopping",237,4
"3341","onto",238,4
"3342","his",239,4
"3343","back",240,4
"3344","right",241,4
"3345","as",242,4
"3346","the",243,4
"3347","competition",244,4
"3348","was",245,4
"3349","about",246,4
"3350","to",247,4
"3351","commence.",248,4
"3352","Into",249,4
"3353","the",250,4
"3354","air",251,4
"3355","in",252,4
"3356","a",253,4
"3357","great",254,4
"3358","flock",255,4
"3359","all",256,4
"3360","the",257,4
"3361","birds",258,4
"3362","flew",259,4
"3363","when",260,4
"3364","the",261,4
"3365","signal",262,4
"3366","was",263,4
"3367","given.",264,4
"3368","The",265,4
"3369","air",266,4
"3370","was",267,4
"3371","full",268,4
"3372","of",269,4
"3373","dust,",270,4
"3374","and",271,4
"3375","it",272,4
"3376","seemed",273,4
"3377","as",274,4
"3378","if",275,4
"3379","a",276,4
"3380","black",277,4
"3381","cloud",278,4
"3382","were",279,4
"3383","floating",280,4
"3384","over",281,4
"3385","the",282,4
"3386","field.",283,4
"3387","You",284,4
"3388","could",285,4
"3389","hear",286,4
"3390","the",287,4
"3391","birds",288,4
"3392","chirping",289,4
"3393","and",290,4
"3394","flapping",291,4
"3395","from",292,4
"3396","fields",293,4
"3397","that",294,4
"3398","were",295,4
"3399","miles",296,4
"3400","away.",297,4
"3401","The",298,4
"3402","little",299,4
"3403","birds",300,4
"3404","that",301,4
"3405","soon",302,4
"3406","grew",303,4
"3407","tired",304,4
"3408","fell",305,4
"3409","back",306,4
"3410","quickly",307,4
"3411","to",308,4
"3412","earth.",309,4
"3413","The",310,4
"3414","fact",311,4
"3415","that",312,4
"3416","the",313,4
"3417","larger",314,4
"3418","ones",315,4
"3419","held",316,4
"3420","out",317,4
"3421","longer,",318,4
"3422","and",319,4
"3423","flew",320,4
"3424","higher",321,4
"3425","and",322,4
"3426","higher,",323,4
"3427","but",324,4
"3428","the",325,4
"3429","eagle",326,4
"3430","flew",327,4
"3431","highest",328,4
"3432","of",329,4
"3433","any,",330,4
"3434","surprised",331,4
"3435","no",332,4
"3436","one.",333,4
"3437","Could",334,4
"3438","anyone",335,4
"3439","stop",336,4
"3440","the",337,4
"3441","eagle",338,4
"3442","that",339,4
"3443","seemed",340,4
"3444","to",341,4
"3445","be",342,4
"3446","flying",343,4
"3447","straight",344,4
"3448","into",345,4
"3449","the",346,4
"3450","sun?",347,4
"3451","The",348,4
"3452","other",349,4
"3453","birds",350,4
"3454","gave",351,4
"3455","out",352,4
"3456","one",353,4
"3457","by",354,4
"3458","one",355,4
"3459","and",356,4
"3460","when",357,4
"3461","the",358,4
"3462","eagle",359,4
"3463","saw",360,4
"3464","this",361,4
"3465","he",362,4
"3466","thought,",363,4
"3467","'What",364,4
"3468","is",365,4
"3469","the",366,4
"3470","use",367,4
"3471","of",368,4
"3472","flying",369,4
"3473","any",370,4
"3474","higher?",371,4
"3475","This",372,4
"3476","victory",373,4
"3477","is",374,4
"3478","in",375,4
"3479","the",376,4
"3480","bag",377,4
"3481","and",378,4
"3482","I",379,4
"3483","am",380,4
"3484","king!'",381,4
"3485","Then",382,4
"3486","the",383,4
"3487","birds",384,4
"3488","below",385,4
"3489","called",386,4
"3490","with",387,4
"3491","one",388,4
"3492","accord,",389,4
"3493","'Come",390,4
"3494","back,",391,4
"3495","come",392,4
"3496","back!",393,4
"3497","It",394,4
"3498","is",395,4
"3499","you",396,4
"3500","who",397,4
"3501","must",398,4
"3502","be",399,4
"3503","our",400,4
"3504","king",401,4
"3505","because",402,4
"3506","no",403,4
"3507","one",404,4
"3508","can",405,4
"3509","fly",406,4
"3510","as",407,4
"3511","high",408,4
"3512","as",409,4
"3513","you.'",410,4
"3514","'Except",411,4
"3515","me!'",412,4
"3516","cried",413,4
"3517","a",414,4
"3518","shrill,",415,4
"3519","shrill",416,4
"3520","voice,",417,4
"3521","and",418,4
"3522","out",419,4
"3523","of",420,4
"3524","the",421,4
"3525","blue",422,4
"3526","the",423,4
"3527","little",424,4
"3528","bird",425,4
"3529","without",426,4
"3530","a",427,4
"3531","name",428,4
"3532","rose",429,4
"3533","from",430,4
"3534","the",431,4
"3535","eagle's",432,4
"3536","back,",433,4
"3537","where",434,4
"3538","he",435,4
"3539","had",436,4
"3540","lain",437,4
"3541","hidden",438,4
"3542","in",439,4
"3543","the",440,4
"3544","feathers.",441,4
"3545","His",442,4
"3546","guile",443,4
"3547","was",444,4
"3548","the",445,4
"3549","ace",446,4
"3550","up",447,4
"3551","his",448,4
"3552","sleeve,",449,4
"3553","and",450,4
"3554","he",451,4
"3555","laughed",452,4
"3556","to",453,4
"3557","himself",454,4
"3558","at",455,4
"3559","how",456,4
"3560","easy",457,4
"3561","it",458,4
"3562","had",459,4
"3563","been",460,4
"3564","to",461,4
"3565","outwit",462,4
"3566","the",463,4
"3567","other",464,4
"3568","birds.",465,4
"3569","Higher",466,4
"3570","and",467,4
"3571","higher",468,4
"3572","he",469,4
"3573","mounted,",470,4
"3574","until",471,4
"3575","he",472,4
"3576","was",473,4
"3577","lost",474,4
"3578","to",475,4
"3579","sight,",476,4
"3580","and",477,4
"3581","then",478,4
"3582","folding",479,4
"3583","his",480,4
"3584","wings",481,4
"3585","together,",482,4
"3586","he",483,4
"3587","sank",484,4
"3588","to",485,4
"3589","earth",486,4
"3590","crying",487,4
"3591","shrilly,",488,4
"3592","'I",489,4
"3593","am",490,4
"3594","king,",491,4
"3595","I",492,4
"3596","am",493,4
"3597","king!'",494,4
"3598","The",495,4
"3599","eagle",496,4
"3600","tricked",497,4
"3601","by",498,4
"3602","the",499,4
"3603","little",500,4
"3604","bird",501,4
"3605","had",502,4
"3606","not",503,4
"3607","sensed",504,4
"3608","the",505,4
"3609","bird",506,4
"3610","in",507,4
"3611","his",508,4
"3612","feathers",509,4
"3613","and",510,4
"3614","so",511,4
"3615","had",512,4
"3616","not",513,4
"3617","at",514,4
"3618","all",515,4
"3619","expected",516,4
"3620","the",517,4
"3621","bird",518,4
"3622","to",519,4
"3623","come",520,4
"3624","flying",521,4
"3625","out",522,4
"3626","like",523,4
"3627","that.",524,4
"3628","The",525,4
"3629","birds",526,4
"3630","back",527,4
"3631","on",528,4
"3632","earth",529,4
"3633","were",530,4
"3634","all",531,4
"3635","up",532,4
"3636","in",533,4
"3637","arms.",534,4
"3638","'You,",535,4
"3639","and",536,4
"3640","not",537,4
"3641","the",538,4
"3642","eagle,",539,4
"3643","our",540,4
"3644","king?'",541,4
"3645","the",542,4
"3646","birds",543,4
"3647","cried,",544,4
"3648","fuming",545,4
"3649","with",546,4
"3650","anger.",547,4
"3651","'You",548,4
"3652","have",549,4
"3653","done",550,4
"3654","this",551,4
"3655","by",552,4
"3656","breaking",553,4
"3657","every",554,4
"3658","rule",555,4
"3659","in",556,4
"3660","the",557,4
"3661","book,",558,4
"3662","so",559,4
"3663","we",560,4
"3664","will",561,4
"3665","not",562,4
"3666","have",563,4
"3667","you,",564,4
"3668","who",565,4
"3669","are",566,4
"3670","simply",567,4
"3671","tricky",568,4
"3672","and",569,4
"3673","cunning,",570,4
"3674","to",571,4
"3675","reign",572,4
"3676","over",573,4
"3677","us.'",574,4
"3678","The",575,4
"3679","bird",576,4
"3680","without",577,4
"3681","a",578,4
"3682","name",579,4
"3683","then",580,4
"3684","decided",581,4
"3685","to",582,4
"3686","clear",583,4
"3687","the",584,4
"3688","air",585,4
"3689","and",586,4
"3690","said,",587,4
"3691","'Then",588,4
"3692","let",589,4
"3693","everyone",590,4
"3694","start",591,4
"3695","with",592,4
"3696","a",593,4
"3697","clean",594,4
"3698","slate",595,4
"3699","and",596,4
"3700","perform",597,4
"3701","a",598,4
"3702","new",599,4
"3703","challenging",600,4
"3704","task.",601,4
"3705","Then",602,4
"3706","we",603,4
"3707","can",604,4
"3708","decide",605,4
"3709","who",606,4
"3710","should",607,4
"3711","be",608,4
"3712","the",609,4
"3713","real",610,4
"3714","king.'",611,4
"3715","Then",612,4
"3716","the",613,4
"3717","birds",614,4
"3718","gathered",615,4
"3719","together",616,4
"3720","again",617,4
"3721","and",618,4
"3722","decided",619,4
"3723","the",620,4
"3724","case",621,4
"3725","would",622,4
"3726","be",623,4
"3727","resolved",624,4
"3728","by",625,4
"3729","making",626,4
"3730","a",627,4
"3731","new",628,4
"3732","condition,",629,4
"3733","which",630,4
"3734","was",631,4
"3735","that",632,4
"3736","he",633,4
"3737","should",634,4
"3738","be",635,4
"3739","king",636,4
"3740","who",637,4
"3741","could",638,4
"3742","go",639,4
"3743","the",640,4
"3744","deepest",641,4
"3745","into",642,4
"3746","the",643,4
"3747","earth.",644,4
"3748","So",645,4
"3749","the",646,4
"3750","little",647,4
"3751","bird",648,4
"3752","who",649,4
"3753","the",650,4
"3754","other",651,4
"3755","birds",652,4
"3756","despised",653,4
"3757","was",654,4
"3758","now",655,4
"3759","back",656,4
"3760","to",657,4
"3761","square",658,4
"3762","one.",659,4
"3763","Confident,",660,4
"3764","he",661,4
"3765","remained,",662,4
"3766","however,",663,4
"3767","that",664,4
"3768","if",665,4
"3769","he",666,4
"3770","played",667,4
"3771","his",668,4
"3772","cards",669,4
"3773","right,",670,4
"3774","he",671,4
"3775","could",672,4
"3776","be",673,4
"3777","king.",674,4
"3778","How",675,4
"3779","the",676,4
"3780","goose",677,4
"3781","wallowed",678,4
"3782","in",679,4
"3783","the",680,4
"3784","sand,",681,4
"3785","and",682,4
"3786","the",683,4
"3787","duck",684,4
"3788","strove",685,4
"3789","to",686,4
"3790","dig",687,4
"3791","a",688,4
"3792","hole",689,4
"3793","for",690,4
"3794","the",691,4
"3795","new",692,4
"3796","task!",693,4
"3797","All",694,4
"3798","the",695,4
"3799","other",696,4
"3800","birds",697,4
"3801","tried",698,4
"3802","to",699,4
"3803","hide",700,4
"3804","themselves",701,4
"3805","in",702,4
"3806","the",703,4
"3807","ground,",704,4
"3808","too,",705,4
"3809","until",706,4
"3810","they",707,4
"3811","were",708,4
"3812","practically",709,4
"3813","blue",710,4
"3814","in",711,4
"3815","the",712,4
"3816","face.",713,4
"3817","The",714,4
"3818","nameless",715,4
"3819","little",716,4
"3820","bird",717,4
"3821","that",718,4
"3822","was",719,4
"3823","as",720,4
"3824","bold",721,4
"3825","as",722,4
"3826","brass",723,4
"3827","found",724,4
"3828","a",725,4
"3829","pitch",726,4
"3830","dark",727,4
"3831","mouse's",728,4
"3832","hole,",729,4
"3833","and",730,4
"3834","creeping",731,4
"3835","in",732,4
"3836","cried,",733,4
"3837","'I",734,4
"3838","am",735,4
"3839","king,",736,4
"3840","I",737,4
"3841","am",738,4
"3842","king!'",739,4
"3843","but",740,4
"3844","it",741,4
"3845","was",742,4
"3846","of",743,4
"3847","no",744,4
"3848","avail.",745,4
"3849","'You,",746,4
"3850","our",747,4
"3851","king?'",748,4
"3852","all",749,4
"3853","the",750,4
"3854","remaining",751,4
"3855","birds",752,4
"3856","who",753,4
"3857","the",754,4
"3858","littlest",755,4
"3859","bird",756,4
"3860","had",757,4
"3861","outwitted",758,4
"3862","cried",759,4
"3863","again,",760,4
"3864","even",761,4
"3865","more",762,4
"3866","angrily",763,4
"3867","than",764,4
"3868","before.",765,4
"3869","'Do",766,4
"3870","you",767,4
"3871","think",768,4
"3872","we",769,4
"3873","would",770,4
"3874","reward",771,4
"3875","your",772,4
"3876","cunning",773,4
"3877","in",774,4
"3878","this",775,4
"3879","way?",776,4
"3880","No,",777,4
"3881","no!",778,4
"3882","You",779,4
"3883","shall",780,4
"3884","stay",781,4
"3885","in",782,4
"3886","the",783,4
"3887","earth",784,4
"3888","till",785,4
"3889","you",786,4
"3890","die",787,4
"3891","of",788,4
"3892","hunger!'",789,4
"3893","So",790,4
"3894","they",791,4
"3895","shut",792,4
"3896","up",793,4
"3897","the",794,4
"3898","little",795,4
"3899","bird",796,4
"3900","in",797,4
"3901","the",798,4
"3902","mouse's",799,4
"3903","hole",800,4
"3904","that",801,4
"3905","the",802,4
"3906","mouse",803,4
"3907","gave",804,4
"3908","up",805,4
"3909","most",806,4
"3910","unwillingly,",807,4
"3911","and",808,4
"3912","bade",809,4
"3913","the",810,4
"3914","owl",811,4
"3915","watch",812,4
"3916","him",813,4
"3917","carefully",814,4
"3918","night",815,4
"3919","and",816,4
"3920","day.",817,4
"3921","Then",818,4
"3922","all",819,4
"3923","the",820,4
"3924","birds",821,4
"3925","went",822,4
"3926","home",823,4
"3927","to",824,4
"3928","bed,",825,4
"3929","for",826,4
"3930","they",827,4
"3931","were",828,4
"3932","very",829,4
"3933","tired,",830,4
"3934","but",831,4
"3935","the",832,4
"3936","owl",833,4
"3937","assigned",834,4
"3938","by",835,4
"3939","the",836,4
"3940","birds",837,4
"3941","to",838,4
"3942","stand",839,4
"3943","guard",840,4
"3944","found",841,4
"3945","his",842,4
"3946","job",843,4
"3947","was",844,4
"3948","lonely",845,4
"3949","and",846,4
"3950","wearisome",847,4
"3951","because",848,4
"3952","he",849,4
"3953","was",850,4
"3954","just",851,4
"3955","sitting",852,4
"3956","alone",853,4
"3957","staring",854,4
"3958","at",855,4
"3959","the",856,4
"3960","mouse's",857,4
"3961","hole.",858,4
"3962","'I",859,4
"3963","can",860,4
"3964","close",861,4
"3965","one",862,4
"3966","eye",863,4
"3967","and",864,4
"3968","watch",865,4
"3969","with",866,4
"3970","the",867,4
"3971","other,'",868,4
"3972","he",869,4
"3973","thought.",870,4
"3974","So",871,4
"3975","he",872,4
"3976","closed",873,4
"3977","one",874,4
"3978","eye",875,4
"3979","and",876,4
"3980","stared",877,4
"3981","steadfastly",878,4
"3982","with",879,4
"3983","the",880,4
"3984","other,",881,4
"3985","but",882,4
"3986","before",883,4
"3987","he",884,4
"3988","knew",885,4
"3989","it",886,4
"3990","he",887,4
"3991","forgot",888,4
"3992","to",889,4
"3993","keep",890,4
"3994","that",891,4
"3995","one",892,4
"3996","open,",893,4
"3997","and",894,4
"3998","both",895,4
"3999","eyes",896,4
"4000","were",897,4
"4001","fast",898,4
"4002","asleep.",899,4
"4003","Then",900,4
"4004","the",901,4
"4005","little",902,4
"4006","bird",903,4
"4007","guarded",904,4
"4008","by",905,4
"4009","the",906,4
"4010","owl",907,4
"4011","peeped",908,4
"4012","out,",909,4
"4013","and",910,4
"4014","when",911,4
"4015","he",912,4
"4016","saw",913,4
"4017","the",914,4
"4018","owl's",915,4
"4019","two",916,4
"4020","eyes",917,4
"4021","tight",918,4
"4022","shut,",919,4
"4023","he",920,4
"4024","slipped",921,4
"4025","from",922,4
"4026","the",923,4
"4027","hole",924,4
"4028","and",925,4
"4029","flew",926,4
"4030","away.",927,4
"4031","He",928,4
"4032","wanted",929,4
"4033","to",930,4
"4034","shout,",931,4
"4035","'I",932,4
"4036","am",933,4
"4037","king'",934,4
"4038","so",935,4
"4039","that",936,4
"4040","the",937,4
"4041","owl",938,4
